factors, number
16,70822851
8,70834753
56,70846656
112,70858560
8,70870465
36,70882371
144,70894278
16,70906186
16,70918095
32,70930005
24,70941916
72,70953828
96,70965741
32,70977655
48,70989570
48,71001486
16,71013403
32,71025321
128,71037240
128,71049160
32,71061081
8,71073003
16,71084926
144,71096850
72,71108775
8,71120701
48,71132628
96,71144556
16,71156485
32,71168415
64,71180346
16,71192278
32,71204211
256,71216145
160,71228080
80,71240016
32,71251953
8,71263891
32,71275830
32,71287770
8,71299711
24,71311653
36,71323596
24,71335540
32,71347485
32,71359431
32,71371378
64,71383326
48,71395275
48,71407225
192,71419176
48,71431128
8,71443081
32,71455035
96,71466990
48,71478946
16,71490903
8,71502861
48,71514820
192,71526780
16,71538741
8,71550703
32,71562666
32,71574630
16,71586595
16,71598561
96,71610528
48,71622496
48,71634465
48,71646435
16,71658406
64,71670378
16,71682351
12,71694325
72,71706300
96,71718276
32,71730253
48,71742231
96,71754210
16,71766190
8,71778171
16,71790153
64,71802136
256,71814120
64,71826105
8,71838091
40,71850078
80,71862066
32,71874055
64,71886045
48,71898036
24,71910028
16,71922021
16,71934015
16,71946010
48,71958006
48,71970003
24,71982001
240,71994000
160,72006000
16,72018001
16,72030003
16,72042006
40,72054010
120,72066015
24,72078021
24,72090028
48,72102036
16,72114045
8,72126055
64,72138066
128,72150078
8,72162091
32,72174105
128,72186120
32,72198136
16,72210153
32,72222171
64,72234190
32,72246210
8,72258231
8,72270253
72,72282276
216,72294300
48,72306325
32,72318351
64,72330378
32,72342406
32,72354435
32,72366465
64,72378496
192,72390528
48,72402561
32,72414595
128,72426630
32,72438666
8,72450703
16,72462741
96,72474780
48,72486820
16,72498861
16,72510903
8,72522946
64,72534990
64,72547035
16,72559081
64,72571128
32,72583176
12,72595225
72,72607275
96,72619326
32,72631378
48,72643431
48,72655485
48,72667540
48,72679596
8,72691653
8,72703711
96,72715770
96,72727830
16,72739891
16,72751953
80,72764016
160,72776080
32,72788145
16,72800211
32,72812278
80,72824346
80,72836415
16,72848485
24,72860556
24,72872628
4,72884701
48,72896775
96,72908850
16,72920926
48,72933003
48,72945081
64,72957160
64,72969240
16,72981321
16,72993403
64,73005486
64,73017570
8,73029655
24,73041741
72,73053828
48,73065916
128,73078005
64,73090095
16,73102186
32,73114278
16,73126371
16,73138465
384,73150560
96,73162656
8,73174753
32,73186851
144,73198950
36,73211050
8,73223151
48,73235253
144,73247356
144,73259460
24,73271565
4,73283671
16,73295778
16,73307886
16,73319995
64,73332105
64,73344216
16,73356328
12,73368441
24,73380555
32,73392670
64,73404786
32,73416903
8,73429021
48,73441140
192,73453260
64,73465381
64,73477503
64,73489626
64,73501750
64,73513875
32,73526001
40,73538128
80,73550256
32,73562385
16,73574515
48,73586646
48,73598778
8,73610911
16,73623045
96,73635180
48,73647316
48,73659453
48,73671591
32,73683730
96,73695870
48,73708011
8,73720153
64,73732296
256,73744440
16,73756585
8,73768731
16,73780878
8,73793026
36,73805175
72,73817325
72,73829476
72,73841628
16,73853781
64,73865935
128,73878090
16,73890246
4,73902403
24,73914561
336,73926720
56,73938880
8,73951041
8,73963203
8,73975366
32,73987530
64,73999695
32,74011861
108,74024028
108,74036196
16,74048365
16,74060535
32,74072706
64,74084878
32,74097051
24,74109225
48,74121400
128,74133576
32,74145753
8,74157931
128,74170110
128,74182290
8,74194471
16,74206653
48,74218836
24,74231020
24,74243205
24,74255391
32,74267578
64,74279766
64,74291955
32,74304145
80,74316336
80,74328528
32,74340721
96,74352915
48,74365110
8,74377306
16,74389503
32,74401701
72,74413900
216,74426100
24,74438301
4,74450503
32,74462706
64,74474910
16,74487115
32,74499321
128,74511528
64,74523736
64,74535945
32,74548155
16,74560366
96,74572578
48,74584791
32,74597005
96,74609220
48,74621436
16,74633653
16,74645871
64,74658090
96,74670310
72,74682531
48,74694753
48,74706976
144,74719200
24,74731425
4,74743651
16,74755878
32,74768106
16,74780335
40,74792565
120,74804796
48,74817028
16,74829261
16,74841495
64,74853730
64,74865966
16,74878203
8,74890441
96,74902680
96,74914920
4,74927161
32,74939403
64,74951646
32,74963890
64,74976135
32,74988381
24,75000628
36,75012876
72,75025125
24,75037375
16,75049626
16,75061878
8,75074131
64,75086385
160,75098640
80,75110896
64,75123153
64,75135411
64,75147670
64,75159930
16,75172191
4,75184453
48,75196716
192,75208980
16,75221245
24,75233511
48,75245778
8,75258046
16,75270315
32,75282585
64,75294856
64,75307128
24,75319401
36,75331675
144,75343950
48,75356226
8,75368503
16,75380781
48,75393060
24,75405340
16,75417621
32,75429903
32,75442186
256,75454470
64,75466755
8,75479041
96,75491328
48,75503616
8,75515905
32,75528195
64,75540486
32,75552778
24,75565071
24,75577365
48,75589660
48,75601956
32,75614253
48,75626551
144,75638850
48,75651150
4,75663451
12,75675753
48,75688056
64,75700360
64,75712665
32,75724971
32,75737278
64,75749586
32,75761895
16,75774205
120,75786516
120,75798828
16,75811141
32,75823455
32,75835770
16,75848086
16,75860403
16,75872721
160,75885040
360,75897360
36,75909681
8,75922003
32,75934326
192,75946650
24,75958975
16,75971301
96,75983628
24,75995956
24,76008285
96,76020615
32,76032946
16,76045278
16,76057611
16,76069945
64,76082280
96,76094616
24,76106953
32,76119291
64,76131630
64,76143970
96,76156311
24,76168653
12,76180996
48,76193340
16,76205685
4,76218031
48,76230378
96,76242726
48,76255075
96,76267425
96,76279776
48,76292128
32,76304481
64,76316835
32,76329190
24,76341546
24,76353903
16,76366261
96,76378620
96,76390980
16,76403341
32,76415703
64,76428066
32,76440430
32,76452795
32,76465161
32,76477528
128,76489896
64,76502265
16,76514635
32,76527006
16,76539378
8,76551751
96,76564125
576,76576500
